classification_path,name,is_group,table_column,printed_page,scan_leaf,unit_code,unit,persons,males,females
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group,Burma Group,1,416,483,488,19,Bengal States,4863,2208,2655
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group,Burma Group,1,416,483,488,22,Central India Agency,11,8,3
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group,Burma Group,1,416,483,488,25,Hyderabad State,20,16,4
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group,Burma Group,1,416,483,488,26,Jammu and Kashmir State,3,,3
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group,Burma Group,1,416,483,488,28,Mysore State,3,2,1
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group,Burma Group,1,416,483,488,31,Punjab States Agency,22,10,12
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group,Burma Group,1,416,483,488,32,Rajputana Agency,5,5,
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group,Burma Group,1,416,483,488,35,Western India States Agency,8,3,5
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Burmese,Burmese,0,419,483,488,INDIA,India,8853538,4331535,4522003
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Burmese,Burmese,0,419,483,488,PROV,Provinces,8853420,4331465,4521955
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Burmese,Burmese,0,419,483,488,STATES,States and Agencies,118,70,48
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Burmese,Burmese,0,419,483,488,2,Andaman and Nicobar Islands,2745,2315,430
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Burmese,Burmese,0,419,483,488,3,Assam,37,27,10
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Burmese,Burmese,0,419,483,488,5,Bengal,8506,4892,3614
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Burmese,Burmese,0,419,483,488,6,Bihar and Orissa,9,6,3
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Burmese,Burmese,0,419,483,488,7,Bombay (including Aden),18,4,14
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Burmese,Burmese,0,419,483,488,7a,Aden,1,1,
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Burmese,Burmese,0,419,483,488,8,Burma,8841760,4324033,4517727
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Burmese,Burmese,0,419,483,488,11,Delhi,19,14,5
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Burmese,Burmese,0,419,483,488,12,Madras,61,40,21
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Burmese,Burmese,0,419,483,488,13,North-West Frontier Province (Districts and Administered Territories),6,1,5
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Burmese,Burmese,0,419,483,488,14,Punjab,174,77,97
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Burmese,Burmese,0,419,483,488,15,United Provinces of Agra and Oudh,85,56,29
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Burmese,Burmese,0,419,483,488,16,Assam States,33,20,13
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Burmese,Burmese,0,419,483,488,18,Baroda State,13,6,7
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Burmese,Burmese,0,419,483,488,22,Central India Agency,11,8,3
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Burmese,Burmese,0,419,483,488,25,Hyderabad State,20,16,4
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Burmese,Burmese,0,419,483,488,26,Jammu and Kashmir State,3,,3
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Burmese,Burmese,0,419,483,488,28,Mysore State,3,2,1
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Burmese,Burmese,0,419,483,488,31,Punjab States Agency,22,10,12
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Burmese,Burmese,0,419,483,488,32,Rajputana Agency,5,5,
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Burmese,Burmese,0,419,483,488,35,Western India States Agency,8,3,5
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Arakanese,Arakanese,0,422,483,488,INDIA,India,308544,156097,152447
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Arakanese,Arakanese,0,422,483,488,PROV,Provinces,303681,153889,149792
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Arakanese,Arakanese,0,422,483,488,STATES,States and Agencies,4863,2208,2655
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Arakanese,Arakanese,0,422,483,488,5,Bengal,81691,40533,41158
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Arakanese,Arakanese,0,422,483,488,8,Burma,221945,113311,108634
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Arakanese,Arakanese,0,422,483,488,12,Madras,45,45,
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Arakanese,Arakanese,0,422,483,488,19,Bengal States,4863,2208,2655
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Taungyo,Taungyo,0,425,483,488,INDIA,India,22261,11046,11215
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Taungyo,Taungyo,0,425,483,488,PROV,Provinces,22261,11046,11215
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Taungyo,Taungyo,0,425,483,488,8,Burma,22261,11046,11215
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Intha,Intha,0,428,483,488,INDIA,India,56829,28001,28828
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Intha,Intha,0,428,483,488,PROV,Provinces,56829,28001,28828
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Intha,Intha,0,428,483,488,8,Burma,56829,28001,28828
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Danu,Danu,0,431,483,488,INDIA,India,60966,31090,29876
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Danu,Danu,0,431,483,488,PROV,Provinces,60966,31090,29876
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Danu,Danu,0,431,483,488,8,Burma,60966,31090,29876
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Maru,Maru,0,434,483,488,INDIA,India,17447,8393,9054
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Maru,Maru,0,434,483,488,PROV,Provinces,17447,8393,9054
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Maru,Maru,0,434,483,488,8,Burma,17447,8393,9054
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Tavoyan,Tavoyan,0,437,483,488,INDIA,India,159174,78692,80482
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Tavoyan,Tavoyan,0,437,483,488,PROV,Provinces,159174,78692,80482
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Tavoyan,Tavoyan,0,437,483,488,8,Burma,159174,78692,80482
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Chaungtha,Chaungtha,0,440,483,488,INDIA,India,34626,17346,17280
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Chaungtha,Chaungtha,0,440,483,488,PROV,Provinces,34626,17346,17280
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Chaungtha,Chaungtha,0,440,483,488,8,Burma,34625,17345,17280
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Chaungtha,Chaungtha,0,440,483,488,13,North-West Frontier Province (Districts and Administered Territories),1,1,
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Maingtha,Maingtha,0,443,483,488,INDIA,India,487,319,168
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Maingtha,Maingtha,0,443,483,488,PROV,Provinces,487,319,169
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Maingtha,Maingtha,0,443,483,488,8,Burma,487,319,168
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Atsi,Atsi,0,446,483,488,INDIA,India,5295,2485,2810
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Atsi,Atsi,0,446,483,488,PROV,Provinces,5295,2485,2810
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Atsi,Atsi,0,446,483,488,8,Burma,5294,2484,2810
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Atsi,Atsi,0,446,483,488,13,North-West Frontier Province (Districts and Administered Territories),1,1,
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Yaw,Yaw,0,449,483,488,INDIA,India,877,484,393
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Yaw,Yaw,0,449,483,488,PROV,Provinces,877,484,393
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Yaw,Yaw,0,449,483,488,8,Burma,877,484,393
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Merguese,Merguese,0,452,483,488,INDIA,India,101144,51134,50010
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Merguese,Merguese,0,452,483,488,PROV,Provinces,101144,51134,50010
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Merguese,Merguese,0,452,483,488,8,Burma,101144,51134,50010
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Yanbye,Yanbye,0,455,483,488,INDIA,India,326642,158597,168045
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Yanbye,Yanbye,0,455,483,488,PROV,Provinces,326642,158597,168045
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Yanbye,Yanbye,0,455,483,488,8,Burma,326642,158597,168045
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Lashi,Lashi,0,458,483,488,INDIA,India,12564,6110,6454
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Lashi,Lashi,0,458,483,488,PROV,Provinces,12564,6110,6454
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group > Lashi,Lashi,0,458,483,488,8,Burma,12561,6110,6454
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Lolo-Muhso Group,Lolo-Muhso Group,1,461,483,488,INDIA,India,93731,48302,45429
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Lolo-Muhso Group,Lolo-Muhso Group,1,461,483,488,PROV,Provinces,93731,48302,45429
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Lolo-Muhso Group,Lolo-Muhso Group,1,461,483,488,8,Burma,93731,48302,45429
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Lolo-Muhso Group > Lahu,Lahu,0,464,483,488,INDIA,India,26864,13666,13198
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Lolo-Muhso Group > Lahu,Lahu,0,464,483,488,PROV,Provinces,26864,13666,13198
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Lolo-Muhso Group > Lahu,Lahu,0,464,483,488,8,Burma,26864,13666,13198
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Lolo-Muhso Group > Lisaw,Lisaw,0,467,483,488,INDIA,India,19698,9885,9813
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Lolo-Muhso Group > Lisaw,Lisaw,0,467,483,488,PROV,Provinces,19698,9885,9813
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Lolo-Muhso Group > Lisaw,Lisaw,0,467,483,488,8,Burma,19698,9885,9813
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Lolo-Muhso Group > Hpun,Hpun,0,470,484,489,INDIA,India,679,343,336
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Lolo-Muhso Group > Hpun,Hpun,0,470,484,489,PROV,Provinces,679,343,336
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Lolo-Muhso Group > Hpun,Hpun,0,470,484,489,8,Burma,679,343,336
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Lolo-Muhso Group > Nung,Nung,0,473,484,489,INDIA,India,101,65,36
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Lolo-Muhso Group > Nung,Nung,0,473,484,489,PROV,Provinces,101,65,36
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Lolo-Muhso Group > Nung,Nung,0,473,484,489,8,Burma,101,65,36
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Lolo-Muhso Group > Kwi,Kwi,0,476,484,489,INDIA,India,3839,1962,1877
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Lolo-Muhso Group > Kwi,Kwi,0,476,484,489,PROV,Provinces,3839,1962,1877
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Lolo-Muhso Group > Kwi,Kwi,0,476,484,489,8,Burma,3839,1962,1877
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Lolo-Muhso Group > Akha,Akha,0,479,484,489,INDIA,India,40407,21261,19146
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Lolo-Muhso Group > Akha,Akha,0,479,484,489,PROV,Provinces,40407,21261,19146
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Lolo-Muhso Group > Akha,Akha,0,479,484,489,8,Burma,40407,21261,19146
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Lolo-Muhso Group > Ako,Ako,0,482,484,489,INDIA,India,1343,680,663
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Lolo-Muhso Group > Ako,Ako,0,482,484,489,PROV,Provinces,1343,680,663
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Lolo-Muhso Group > Ako,Ako,0,482,484,489,8,Burma,1343,680,663
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Lolo-Muhso Group > Pyin,Pyin,0,485,484,489,INDIA,India,800,440,360
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Lolo-Muhso Group > Pyin,Pyin,0,485,484,489,PROV,Provinces,800,440,360
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Lolo-Muhso Group > Pyin,Pyin,0,485,484,489,8,Burma,800,440,360
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Sak (Lui) Group,Sak (Lui) Group,1,488,484,489,INDIA,India,34299,16591,17708
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Sak (Lui) Group,Sak (Lui) Group,1,488,484,489,PROV,Provinces,34299,16591,17708
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Sak (Lui) Group,Sak (Lui) Group,1,488,484,489,8,Burma,34299,16591,17708
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Sak (Lui) Group > Kadu,Kadu,0,491,484,489,INDIA,India,20305,9962,10343
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Sak (Lui) Group > Kadu,Kadu,0,491,484,489,PROV,Provinces,20305,9962,10343
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Sak (Lui) Group > Kadu,Kadu,0,491,484,489,8,Burma,20305,9962,10343
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Sak (Lui) Group > Ganan,Ganan,0,494,484,489,INDIA,India,7144,3168,3976
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Sak (Lui) Group > Ganan,Ganan,0,494,484,489,PROV,Provinces,7144,3168,3976
